,City,Title,Company,Location,Summary,Salary,Description
221,Miami,Data Engineer,TracFone Wireless,Nothing_found,"The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data...","TracFone Wireless


95 reviews","TracFone Wireless is seeking an individual who will be responsible for constructing and optimizing our data lake and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Incumbent is expected to be experienced as a data pipeline builder and a data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.


Responsibilities:


Build data streams to inject, load, transform, group, logically join and assemble data ready for data analysis / analytics/ reporting / next best action / next-best-offer, build data streams to inject, load, transform, group, logically join and assemble data ready for data analysis / analytics/ reporting / next best action / next best offer.Pipeline data using Cloud or on-premises technologies: AWS, Google, Big Data, Hadoop, AI/Deep Learning API’s, SQL/NOSQL, Unstructured databases.
Identify root-causes for tier-2 escalated issues pertaining to customer facing applications from Operations, Incident Management/Workforce Management/IT-OPS/IT Development.
Open BCRs with failed use-cases and track them until their release.
Effectively articulate with management, business-units and end-users for each root cause.
Receive and process requests in providing data analyzing transactions, not limiting to Activations, Reactivations, Redemptions, Payments, Throttling, Billing, Enrollment by business or IT units. The requests could be through SD Tickets/BCR’S or Emails.
Support and coordinate Data Governance Body/Committee in order to review/establish coding standards, review/establish design procedures, review proposed designs for projects and BCRs.
Maintain knowledge and proficiency of current and upcoming hardware/software technologies. Mentor junior staff in ramping up analytical and technical skills.



Required Skills

Required Experience
Bachelor’s degree from an accredited college in Computer Science or equivalent.
Must have 5+ years of PL/SQL and Stored Procedures experience with multiple OS platforms.
Must have 2 + years of Python and Pyspark.
Must have 3 + years of AWS or alternative cloud systems.
Shell scripting, SQL Stored Procedures IBM/other databases and JAVA skills are desired.
Strong knowledge of AWS data related services (DMS, Glue, Athena, Lambda, Redshift, DynamoDB, SageMaker.)
Strong knowledge of Unix/AIX and Windows operating systems, standard concepts, practices, and procedures within the relational database field.
Hadoop, Kafka, Spark, Scala (preferred)."
232,Miami,Medicare Agent,"ASSURANCE IQ, Inc.",Nothing_found,"Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better....","ASSURANCE IQ, Inc.


44 reviews","$50,000 - $125,000 a yearContract, CommissionJoin ASSURANCE, and access our leading edge insurance selling platform as an independent, licensed agent.Through ASSURANCE, you can sell Medicare year-round, no more post-AEP heartache! We offer great weekly commissions and unlimited access to real-time marketing. Some of our Medicare agents sell 4, 5, or even 10 policies in a single day.Ours is the first and only platform to pair top insurance agents with data-driven technology to make the buying and selling experience timely, personalized, and simple.Agents use our proprietary, data-driven platform to cut out agency inefficiencies and go-betweens to connect directly with an active customer. Agents who’ve joined our platform love our generous, instant commission plan, and some make more than $100K/year.Focus on selling, work for yourself, and leave the shopper marketing and administrative work to ASSURANCE.Join the ASSURANCE agent network, and take advantage of these benefits:Free live, active, unlimited shoppers generated from our owned and operated sitesAccess to our proprietary system (includes script, no dialing, product recommendations, constant improvement)No income caps, work when you canWeekly bonus opportunitiesDaily support meetings (voluntary)Accessible underwritersIndependent selling, without the administrative hasslesBBB-accredited and provenRequirements:Medicare insurance licenseMultiple state licensesOne year of telesales experienceAn Internet connectionAbout ASSURANCE:Everyone is unique. But insurance plans are not.Too often, plans offer blanket coverage, charging customers for coverage they don’t need while not offering enough of what they do.ASSURANCE celebrates individual uniqueness with our personalized approach to seeking and purchasing insurance. Our platform serves as the intersection between customer and seller, technology and the human touch.We start by asking customers a few questions, so our system can learn about their needs. From there, our ground-breaking, proprietary platform takes over and analyzes the thousands of data points that make customers unique. This is how we create custom-tailored plans for each and every kind of customer; plans built precisely for their needs and budget.Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better. We’re eliminating insurance industry waste and simplifying the complex.While our technology helps us personalize coverage, our network of experienced agents is how we deliver the right insurance to our customers.Join ASSURANCE as we reimagine the role of insurance and enhance the personal and financial health of all consumers.Job Types: Contract, CommissionSalary: $50,000.00 to $125,000.00 /yearExperience:Phone Sales / Telesales: 1 year (Required)Medicare Phone or Field Sales: 1 year (Required)License:Health/Life Insurance (Required)"
233,Miami,Data Analysis Associate,Care Resource,Nothing_found,"Develops and maintains data enty, data reporting, data sharing, data security and data breach policies....","Care Resource


49 reviews","The Data Analyst is responsible for compiling, validating, managing and analyzing data that is used to build various reports for support staff, departmental managers and health center leadership. This position is also responsible for creating and maintaining documentation on how to generate reports from the various systems of the Health Center.#LP

ESSENTIAL JOB RESPONSIBILITIES
Compiles data from various systems and perform quantitative and qualitative data analysis for internal and external requests.
Assist in the compilation, audit, and submission of the Quarterly and/or Annual requests of the New Market Tax Credit program in regards to payor mix, client count, visits count, and other data as requested.
Generates quality control reports for reliability and validity checks of data entered into the clinical systems of the medical clinic.
Develops processes to monitor, assess, and provide assistance to end users to ensure uniform procedures for data entry; identify reporting needs and define report specifications.
Responsible for creating and maintaining documentation on how to generate reports from the various systems of the Health Center.
Training of agency staff on report compilation from multiple systems; includes continuous training for existing as well as new staff.
Serves as liaison between health center, funding agencies or other external agencies for data request and report submission.
Coordinates and implements data clean-up initiatives, including monitoring of accuracy and quality assurance.
Provides reports and data analysis support to health center Department Managers to help guide business decisions.
Develops and maintains documentation on procedures for data entry and report specification.
Prepares monthly agency statistics/indicator reports for Board of Directors, Key Performance Indicators (KPIs) & Productivity.
Facilitates the monthly Clinical Data Committee to ensure goals are met for UDS reporting.
Assist in the compilation, audit, and submission of health center’s Meaningful Use and Annual UDS reporting
Analyze systems/data quality and suggest changes for the purpose of enhancing and improving reporting.
Develops and maintains data enty, data reporting, data sharing, data security and data breach policies
Participates in department staff meetings and company developmental activities as requested/required.
Other duties as assigned by Information Services department management.

Culture of Service: 3 C’s

Compassion:
Greets internal or external customer (i.e. patient, client, staff, vendor) with courtesy, making eye contact, responding with a proper tone and nonverbal language. Listens to internal or external customer (i.e. patient, client, staff, vendor) attentively, reassuring an understanding of the request and providing appropriate options or resolutions

Competency:
Provides services required by following established protocols and when needed, procure additional help to answer questions to ensure appropriate services are delivered.

Commitment:
Takes initiative and anticipates internal or external customer needs by engaging them in the process and following up as needed. Prioritize internal or external customer (i.e. patient, client, staff, vendor) requests to ensure prompt and effective response is provided

Safety
Ensures proper hand washing according to Centers for Disease Control and Prevention guidelines.
Understands and appropriately acts upon assigned role in Emergency Code System.
Understands and performs assigned role in Agency Continuity of Operations Plan (COOP)."
235,Washington+DC,Data Scientist,Central Intelligence Agency,Nothing_found,"As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and...","Central Intelligence Agency


171 reviews","$67,968 - $126,062 a yearAs a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic and technical conferences as well as collaboration with the Intelligence Community.
Offices of the CIA – Directorate of Digital Innovation
The Directorate of Digital Innovation (DDI) is at the forefront of defining the future of digital expertise within the CIA. DDI focuses on developing the workforce with cutting-edge skills, investing in IT infrastructure, and modernizing the way the Agency does business. DDI officers help accelerate the integration of innovative methods and tools to enhance the CIA's cyber and digital capabilities on a global scale and ultimately help safeguard our nation. Learn more about the Directorate of Digital Innovation.

See our work in action:

Life at CIA
In addition to a comprehensive benefits package, the CIA offers exciting career opportunities and a dynamic environment. We're on the forefront of world-altering events – as they happen. So working here isn't just a job, it's a mindset and a lifestyle.

US citizenship required (dual-national US citizens eligible). All positions require relocation to the Washington, DC metro area.

Minimum Qualifications:
Bachelor's degree
Experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science
Computer science
Data analytics
Economics
Engineering
Geospatial analysis
Mathematics
Operations research
Quantitative finance
Statistics
GPA of at least 3.0 on a 4-point scale
Experience with real world data through thesis research, internships, or work experience
Creativity
Initiative
Integrity
Leadership abilities
Problem solving skills
Ability to work in a diverse team environment
Desired Qualifications:
Advanced degree in a data science equivalent field or sub-field
Experience working with data rich problems through research or programs
Experience with computer programming or user experience/user interface
Ability to successfully complete projects with large or incomplete data and provide solutions
Strong written and verbal communication skills
All applicants must successfully complete:
A thorough medical and psychological exam
A polygraph interview
A comprehensive background investigation
To be considered suitable for Agency employment, applicants must generally not have used illegal drugs within the last 12 months. The issue of illegal drug use prior to 12 months ago is carefully evaluated during the medical and security processing."
236,Washington+DC,Data Scientist,National Security Agency,Nothing_found,Data Scientists are hired into positions directly supporting a technical mission office or the Data Scientist Development Program (DSDP)....,"National Security Agency


199 reviews","$96,970 - $148,967 a yearThe professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information.
NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity to analyze large data sets to inform decision-making against foreign threats.
We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to ensure solutions to complex data problems and take full advantage of the NSA's software and hardware capabilities in all areas of our enterprise, including analytic capabilities, research, and foreign intelligence operations.
Data Scientists are hired into positions directly supporting a technical mission office or the Data Scientist Development Program (DSDP). The NSA/CSS Data Scientist Development Program is a three-year opportunity to build your data science talent, experience the breadth of data science at NSA through six- to nine-month assignments in a variety of diverse organizations, and collaborate with NSA's experts in the field of data science. You will have opportunities to attend technical conferences with experts from industry and academia. You will routinely discuss and share NSA's challenges and successes at weekly technical roundtables. We foster an environment where you will develop your data science skills, allowing you to quickly contribute to NSA's mission.
As a member of a technical mission office or the DSDP, Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies.
As a Data Scientist at NSA, responsibilities may include:
- Collecting and combining data from multiple sources
- Uncovering and exploring anomalous data (including metadata)
- Applying the scientific process to data evaluation, performing statistical inference, and data mining
- Developing analytic plans, engineer supporting algorithms, and design and implement solutions which execute analytic plans.
- Designing and developing tools and techniques for analysis
- Analyzing data using mathematical/statistical methods
- Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership
- Creating interpretable visualizations
Skills
The ideal candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills. You might be a great fit for our team if any of the following describe you:
- Completed a degree program in the fields of mathematics, statistics, computer science, computational sciences, or a passion for rigorous analysis of data
- Tenacity, integrity, persistence, and willingness to learn
- Ability to solve complex problems
- Use critical thinking and reasoning to make analytic determinations
- Works effectively in a collaborative environment
- Strong communications skills to both technical and non-technical audiences
- The desire to serve over 300 million fellow Americans and make a difference in world events
Pay, Benefits, & Work Schedule
On the job training, internal NSA courses, and external training will be made available based on the need and experience of the selectee.
Monday - Friday, with basic 8 hr/day requirements between 0800 to 1800 (flexible)
Position Summary
NSA is in search of Computer Science professionals to solve complex problems, test innovative approaches and research new solutions to storing, manipulating, and presenting information. We are looking for you to apply your computer science expertise to projects that seek to create new standards for the transformation of information. If you want to develop technologies and tools and be a part of cutting edge innovations ' join our team of experts! Help protect national security interests as part of the world's most advanced team of computer science professionals!
Mandatory Qualification Reqs
Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, and computer science topics that pertain to data science work. Passing this examination is a requirement in order to be considered for selection into a data scientist position.
Salary Range: $69,545 - $86,659 (Entry Level/Developmental)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree and no experience. An Associate's degree plus 2 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, and life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, and/or software engineering. Experience in more than one area is strongly preferred.
Salary Range: $80,445 - $107,140 (Full Performance)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience or a Doctoral degree and no experience. An Associate's degree plus 5 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, and life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
Salary Range: $96,970 - $148,967 (Senior)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 6 years of relevant experience or a Master's degree plus 4 years of relevant experience or a Doctoral degree plus 2 years of relevant experience. An Associate's degree plus 8 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g., physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
Salary Range: $134,789- $164,200 (Expert)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 9 years of relevant experience or a Master's degree plus 7 years of relevant experience or a Doctoral degree plus 5 years of relevant experience. An Associate's degree plus 11 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position.
Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g., physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count.
Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university.
Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
How To Apply - External
To apply for this position, please click the 'Apply' button located at the top right of this posting. After completing the application for the first time, or reviewing previously entered information, and clicking the 'Submit' button, you will receive a confirmation email. Please ensure your spam filters are configured to accept emails from noreply@intelligencecareers.gov.
***PLEASE NOTE: U.S. Citizenship is required for all applicants. Reasonable accommodations provided to applicants with disabilities during the application and hiring process where appropriate. NSA is an equal opportunity employer and abides by applicable employment laws and regulations. All applicants and employees are subject to random drug testing in accordance with Executive Order 12564. Employment is contingent upon successful completion of a security background investigation and polygraph.
This position is a Defense Civilian Intelligence Personnel System (DCIPS) position in the Excepted Service under 10 U.S.C. 1601. DoD Components with DCIPS positions apply Veterans' Preference to eligible candidates as defined by Section 2108 of Title 5 USC, in accordance with the procedures provided in DoD Instruction 1400.25, Volume 2005, DCIPS Employment and Placement. If you are a veteran claiming veterans' preference, as defined by Section 2108 of Title 5 U.S.C., you may be asked to submit documents verifying your eligibility.
Please note that you may be asked a series of questions depending on the position you apply for. Your responses will be used as part of the screening process of your application and will assist in determining your eligibility for the position. Be sure to elaborate on experiences in your resume. Failure to provide the required information or providing inaccurate information will result in your application not being considered for this position. Only those applicants who meet the qualifications for the position will be contacted to begin employment processing.
Please Note: Job Posting could close earlier than the closing date due to sufficient number of applicants or position no longer available. We encourage you to apply as soon as possible.
DCIPS Disclaimer
The National Security Agency (NSA) is part of the DoD Intelligence Community Defense Civilian Intelligence Personnel System (DCIPS). All positions in the NSA are in the Excepted Services under 10 United States Codes (USC) 1601 appointment authority."
237,Washington+DC,Data Scientist,"Reveal Global Consulting, LLC",Nothing_found,"Data mining using state-of-the-art methods. Experience with data visualisation tools, such as D3.js, GGplot, etc....","Reveal Global Consulting, LLC","$110,000 - $140,000 a yearOne of Reveal Global Consulting's clients in Maryland is looking to expand their team and bring on a Data Scientist! If the below sounds like you, then let's talk!ResponsibilitiesSelecting features, building and optimizing classifiers using machine learning techniquesData mining using state-of-the-art methodsExtending company’s data with third party sources of information when neededEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerCreating automated anomaly detection systems and constant tracking of its performanceSkills and QualificationsExcellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.Experience with common data science toolkits, such as R, SAS, PYHON, PYP, Weka, NumPy, MatLab, etc Excellence in at least one of these is highly desirableGreat communication skillsExperience with data visualisation tools, such as D3.js, GGplot, etc.Proficiency in using query languages such as SQL, Hive, PigExperience with NoSQL databases, such as MongoDB, Cassandra, HBaseGood applied statistics skills, such as distributions, statistical testing, regression, etc.Good scripting and programming skillsData-oriented personalityBe a part of the Reveal Global Consulting difference. As a leading provider of IT solutions, Reveal delivers client-specific solutions.Reveal Global Consulting is an Equal Opportunity Employer. It is our policy to employ people who are qualified by reason of education, training, experience, and demonstrated performance. We value diversity and inclusion at our company. We do not discriminate on the basis of race, color, religion, national origin, gender, sexual orientation, marital status, age, height, weight, disability, veteran status, or any other reason prohibited by applicable federal or state laws.Job Type: Full-timeSalary: $110,000.00 to $140,000.00 /yearExperience:Scripting: 1 year (Preferred)Data Mining: 1 year (Preferred)Pig: 1 year (Preferred)Hive: 1 year (Preferred)R: 1 year (Preferred)Data Scientist: 3 years (Preferred)Work authorization:United States (Required)"
238,Washington+DC,Data Research Analyst,CENTRA Technology,Nothing_found,Demonstrated ability to extract data contained in large databases and analyzes that data to derive meaningful information....,"CENTRA Technology


9 reviews","U.S. Citizenship and existing Top Secret/SCI with Poly CLEARANCE are absolutely required.


CENTRA Technology, Inc. (CENTRA) is an employee-owned company providing analytic, consulting, and staffing support to U.S. Government national security agencies, including the Departments of Homeland Security and Defense, and similar Government clients.


CENTRA Technology is looking for candidates for Data Research Analyst
The Contractor shall provide support to the Center's security missions, with emphasis on personnel security, assist in policy research to support national policies and decision-making, and directly coordinate with colleagues and senior-level government personnel on the status of various tasks/initiatives. The Contractor shall provide executive secretariat support to the Director to enable the conduct of the DNI Security Board governance of the IC security programs.

The Contractor shall assist with the research, analysis, review, revision, and coordination of ICDs (personnel security, information security, including cyber security, physical/technical security and industrial security). The Contractor shall provide mechanisms to assist with a continual change and configuration control process to enable more timely review and implementation of ICDs and associated policy based on risk management principles. The Contractor shall report on daily issues and strategic topics impacted by ODNI security policies and specific areas of security interest. The Contractor shall attend working groups to record issues and recommend solutions relative to research topics and implementation issues.

The Contractor shall assist with the development of a standardized process to assess the waiver of ICDs and the appropriateness of “equivalent” security measures, and assist with establishing an IC-wide security outreach program for both government and industry to include personnel security.

Required Knowledge / Skills / Abilities:

Applicable degree(s): Counterintelligence, Insider Threat, Government, Logistics, Politics, Political Science, or Personnel Security.
Minimum seven (7) years of experience supporting IC elements. These seven (7) years of experience may be concurrent with requisite years of experience.
Minimum three (3) years of experience supporting IC Security elements, supporting personnel security policy and program development. These three (3) years of experience may be concurrent with requisite years of experience.
Demonstrated ability to analyze problems conduct independent research, filter and synthesize vast amounts of information and data, summarize findings succinctly, and present logical arguments.
Demonstrated ability to extract data contained in large databases and analyzes that data to derive meaningful information.
Familiarity with the IC and its components, as well as its missions, disciplines, capabilities, and interrelationships.
Demonstrated familiarity with appropriate Security Regulations and Policies.
Excellent interpersonal skills to work effectively with senior leaders from inside and outside the USG, and to coordinate, network, and communicate across the IC.

Desired Knowledge / Skills / Abilities:

Broad experience with the legislation, history, policy issues, and practical challenges facing security clearance reform initiatives in the national security environment.
Extensive experience in collaboration and consensus building across government organizations and industry."
249,Washington+DC,Data Scientist,Leidos,Nothing_found,"Leidos has a need for an analyst or data scientist with experience in training for a project located in Mclean, VA....","Leidos


721 reviews","Job Description:

Leidos has a need for an analyst or data scientist with experience in training for a project located in Mclean, VA.

In this role, candidate will work at a customer site to provide intelligence support for analytic methodologist customers across regional domains to include analysis and research for industry, infrastructure, technology, biographic, and targeted vulnerability. Provides support to analysis of social networks on an ad hoc basis as directed. The ideal candidate is able to make sense of large datasets in support of network and geospatial analysis.

20% of the candidate's time will also be dedicated to supporting and instructing an introduction and advanced social network analysis class.

Work on quantitative analysis projects

Support the development of new methodologies

Support the development of customer's analytics codebase

Train customer in use of social network analysis methodologies

Bachelor's Degree and 8 years' experience

Experience with Python, R, or other programming languages

Familiarity with relational data and quantitative analysis thereof

Strong basic computer skills (Microsoft office, specifically excel)

Strong presentation skills and ability to interact positively with students in a learning environment

Strong organizational skills

Experience with Github

Experience with network analysis tools such as Analyst's Notebook, Renoir, ORA, or UCINET

Experience with Social Network Analysis and/or Geospatial Analysis"
250,Washington+DC,Data Scientist,Gridiron IT,Nothing_found,"We love people who dream big, find data fascinating, and understand that’s it’s not just about data:. We realize that data scientists are a diverse breed and we...",Gridiron IT,"$110,000 - $160,000 a yearHere it is: we have some opportunities. And we’d like to get to know some more amazing people, that might want to talk about that. People like you. Since you’re reading this, and the title’s “data scientist,” we’re thinking you might be a little interested. Very cool.We love people who dream big, find data fascinating, and understand that’s it’s not just about data: it’s about the science behind it, and how you can use it to solve real-world problems. We've got some tricky time-series data on this particular project and are looking for creative minds in the deep learning space to tackle it. (Also, if you happen to have some level of talent at, say kick-ball or giant Jenga: bonus points).QualificationsWho You AreOkay, beyond the basics (you solve problems, and are generally nice), we’re looking for a few skills. Less concerned with the specific technologies (great scientists can learn new tech as it emerges), more about horsepower.. That said, here are a couple bullets, things we look for:Data science is a dynamic and evolving profession – we’re looking for people who love to learn and find unique solutions without being micro-managed: you’ll have the freedom to try new things, test solutions and technologies, and tell us when there’s a better path.You know your way around a cloud console and have handled some pretty large volumes of data (time-series a plus!).You are familiar with a few machine learning frameworks, like TensorFlow or PyTorch.You've got experience with deep learning.Maybe you have used enterprise products in the past for high throughput data ingestion and analysis.Ultimately, we need someone who knows their way around data modeling, information extraction, time-series forecasting, machine learning algorithms, statistical analysis, or applied mathematics.We realize that data scientists are a diverse breed and we are excited to hear how your unique combination of skills might apply to our current problem setsJob Type: Full-timeSalary: $110,000.00 to $160,000.00 /yearExperience:TensorFlow: 1 year (Preferred)PyTorch: 1 year (Preferred)Secret Clearance or Higher: 1 year (Preferred)"
252,Boulder,Data Engineer,Transamerica,Nothing_found,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and...","Transamerica


661 reviews","Job Description Summary
At Transamerica, we believe achieving a secure future requires both smart financial planning and a healthy lifestyle. We’re using data science, machine learning, computer vision, natural language processing, and IoT to revolutionize the way our customers save, invest, protect, and retire and to help them develop better wellness habits. As part of the Data Engineering team in our Analytics Execution group, you will work with data scientists and analytics engagement managers to develop innovative data-based solutions that transform the way we do business.
Job Description
Qualifications:
You have a solid understanding of data engineering, integration, and warehousing concepts and patterns
You know how to design, build, and maintain batch and streaming data solutions at scale in both on-premises and cloud environments, specifically in the Hadoop ecosystem
You’re proficient with Linux operations and development, including basic commands and shell scripting
You can demonstrate experience with DevOps methodologies and continuous integration/continuous delivery practices
You are fluent in Python, R, and Java
You have excellent command of SQL
You have a passion for data science and machine learning with a strong desire to develop your analysis and modeling skills
Preferred Qualifications:
You have worked with statistical analysis and machine learning libraries
You have experience with NoSQL database implementations
You understand the fundamentals of lambda architectures and serverless applications
You are proficient in Tableau
You’re comfortable leveraging ETL tools, like Informatica
You are proficient in Scala or Node.js
You have a master’s degree in a quantitative field
Job Description:
Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and modeling
Analyze large datasets to extract actionable insights and inform experimental design and model development
Design robust, reusable and scalable data driven solutions and data pipeline frameworks to automate the ingestion, processing and delivery of both structured and unstructured batch and real-time streaming data
Build models using basic statistical and machine learning techniques, partnering with data scientists for education and guidance
Working Conditions
Office environment"
263,Boulder,Associate Researcher,Green Genomix,Nothing_found,Green Genomix is seeking a Data Scientist or Geneticist specializing in Statistical Genetics. The successful candidate will utilize statistical genetics tools...,Green Genomix,"Part-time, ContractGreen Genomix is seeking a Data Scientist or Geneticist specializing in Statistical Genetics. The successful candidate will utilize statistical genetics tools and develop novel methods and strategies that interrogate the interface between human genetic variation and high-dimensional genomics datatypes, to generate focused hypotheses that drive target identification/validation. Ph.D. degree required.Job Types: Part-time, ContractExperience:related: 1 year (Preferred)Education:Doctorate (Preferred)Additional Compensation:Other formsOvertime often available:NoContract Length:VariesContract Renewal:Likely"
